ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-2A04C004,"Requesting a new laptop, current one is 24 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Design,2025-05-25T18:51:45
TCK-5D502544,please remove me from teh old Engineering mailing list,Service Request,Distribution List / Mailbox Request,P3-Medium,Associate,QA,2025-10-28T14:08:43
TCK-D12D95AF,"Not receiving emails since after teh last update, checked spam already",Incident,Email/Outlook Issue,P2-High,Manager,Sales,2026-07-26T08:31:13
TCK-E5D308A3,need enterprise license upgrade for Git client for 8 users,Service Request,Software Installation Request,P4-Low,Senior Manager,Design,2026-07-26T06:50:35
TCK-A49220E7,New joiner needs PowerBI + standard HR toolset installed,Service Request,Software Installation Request,P2-High,Senior Manager,Procurement,2025-07-06T20:31:42
TCK-83C3829C,"Unable to connect to office VPN since since last night, blocking my work",Incident,Network/VPN Connectivity Issue,P2-High,Manager,Sales,2025-03-11T13:10:40
TCK-BC26CE57,"vpn client shows error 0x80070005 on macOS, blocking access to staging server",Incident,Network/VPN Connectivity Issue,P2-High,Senior Manager,Sales,2025-09-08T17:31:15
TCK-F372A094,Need firewall rule opened for port 38 to GitHub repo,Change Request,Firewall/Network Change,P3-Medium,Team Lead,Finance,2026-04-02T23:37:50
TCK-6CE7BAD0,need read/write access to staging server for Customer Support project,Service Request,Access/Permission Request,P3-Medium,Senior Manager,Legal,2025-12-22T22:15:33
TCK-09DA114F,"requesting a new laptop, current one is 46 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Finance,2026-02-23T21:31:14
TCK-B4302311,"Outlook freezes when i try to run a report, need this fixed asap",Incident,Application Crash or Error,P2-High,Senior Associate,Marketing,2025-08-27T22:52:29
TCK-9C2EFAFE,Need password reset for shared QA service account,Service Request,Password Reset,P1-Critical,Associate,Marketing,2025-11-12T21:21:40
TCK-F03B3039,Need read/write access to GitHub repo for Design project,Service Request,Access/Permission Request,P3-Medium,Senior Associate,Data Science,2025-04-29T23:47:53
TCK-96662B69,need PowerBI installed on my laptop for Design work,Service Request,Software Installation Request,P3-Medium,Team Lead,Marketing,2025-06-30T20:43:16
TCK-0B6449BC,Print jobs stuck in queue for QA printer,Incident,Printer Not Working,P3-Medium,Associate,Finance,2026-04-17T23:11:59
TCK-28FBBDEF,RFC for production release of IntelliJ IDEA v16.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Manager,HR,2025-07-02T14:25:28
TCK-1C71E42C,"Zoom freezes when i try to open a file, need this fixed today if possible",Incident,Application Crash or Error,P3-Medium,Team Lead,Design,2026-01-27T01:08:54
TCK-2FB2EEB8,Can someone set up Docker Desktop on my machine before EOD,Service Request,Software Installation Request,P4-Low,Associate,Legal,2026-06-06T04:27:58
TCK-48C972FD,need firewall rule opened for port 22 to CRM,Change Request,Firewall/Network Change,P3-Medium,Team Lead,Customer Support,2026-04-27T21:08:49
TCK-8182909C,"requesting a new laptop, current one is 30 years old and slow",Service Request,New Hardware/Peripheral Request,P3-Medium,Manager,Sales,2025-11-21T19:44:04
TCK-3CE116AF,"Hi, my VPN keeps disconnecting every hour, can't submit the deliverable",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Legal,2026-07-09T04:29:28
TCK-31463733,"Zoom crashes every time i start my shift, error code 500",Incident,Application Crash or Error,P2-High,Manager,DevOps,2025-12-10T12:28:28
TCK-2313EFAA,"please grant access to GitHub repo repo, approved by Sandra",Service Request,Access/Permission Request,P3-Medium,Team Lead,Finance,2025-06-27T16:40:46
TCK-FFB97529,need firewall rule opened for port 44 to build pipeline,Change Request,Firewall/Network Change,P3-Medium,Associate,Customer Support,2025-04-25T11:10:01
TCK-869981EE,requesting Jennifer be added as owner of QA DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Manager,Finance,2025-08-10T15:07:45
TCK-6C7F845F,Zoom is throwing an exception on startup since this morning,Incident,Application Crash or Error,P2-High,Team Lead,Data Science,2025-10-03T00:56:50
TCK-5EDF8275,need enterprise license upgrade for Tableau for 7 users,Service Request,Software License Request,P2-High,Associate,Engineering,2025-08-20T02:58:11
TCK-1960B38A,Need read/write access to Jira project for DevOps project,Service Request,Access/Permission Request,P2-High,Senior Manager,DevOps,2026-03-25T15:51:04
TCK-D554FCEC,"Please grant access to GitHub repo repo, approved by Danny",Service Request,Access/Permission Request,P3-Medium,Associate,DevOps,2026-07-21T03:55:06
TCK-4C85C1BD,Requesting deployment window for Docker Desktop hotfix at the earliest,Change Request,Application Deployment/Release,P3-Medium,Associate,DevOps,2025-03-27T20:59:51
TCK-9E9E5C06,new joiner needs SAP GUI + standard Marketing toolset installed,Service Request,Software Installation Request,P4-Low,Senior Manager,Data Science,2026-04-08T01:39:49
TCK-109DD92B,IntelliJ IDEA is throwing an exception on startup since after the last update,Incident,Application Crash or Error,P2-High,Associate,Sales,2026-04-17T07:21:18
TCK-5948D46B,RFC for production release of Git client v21.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,Customer Support,2025-04-07T05:21:50
TCK-4DFE125E,"Putty freezes when i try to submit teh deliverable, need this fixed",Incident,Application Crash or Error,P2-High,Director,Engineering,2026-03-02T21:28:09
TCK-C15465D1,Requesting deployment window for Git client hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Senior Manager,Legal,2026-07-20T17:25:34
TCK-A332CF9D,need enterprise license upgrade for VS Code for 29 users,Service Request,Software License Request,P4-Low,Team Lead,Data Science,2025-12-27T04:23:32
TCK-94944F3F,"please grant access to analytics dashboard repo, approved by Bradley",Service Request,Access/Permission Request,P2-High,Senior Associate,DevOps,2025-12-24T11:07:00
TCK-F92F7A54,requesting deployment window for MS Teams hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Associate,HR,2026-02-20T20:23:13
TCK-0EE1824A,"IntelliJ IDEA crashes every time i start my shift, error code DNS_PROBE_FAILED",Incident,Application Crash or Error,P2-High,Team Lead,DevOps,2025-04-28T12:26:50
TCK-9DEC816B,"Anaconda crashes every time i run a report, error code 0x80070005",Incident,Application Crash or Error,P2-High,Associate,Engineering,2025-09-17T07:34:58
TCK-D2EC8D79,"Docker Desktop freezes when i try to start my shift, need this fixed",Incident,Application Crash or Error,P2-High,Associate,Marketing,2026-04-24T01:45:53
TCK-25F3471C,Requesting additional Zoom seat for new Engineering hire,Service Request,Software License Request,P3-Medium,Senior Associate,Data Science,2026-03-28T22:08:31
TCK-529AF7DF,need read/write access to CRM for Customer Support project,Service Request,VPN Access Setup,P2-High,Senior Associate,Finance,2026-04-06T01:48:03
TCK-578EE665,"unable to connect to office VPN since for the past 2 days, cant join standup",Incident,Network/VPN Connectivity Issue,P2-High,Manager,Marketing,2025-09-03T18:06:54
TCK-4AB86645,Can someone set up Putty on my machine before EOD,Service Request,Software Installation Request,P3-Medium,Associate,Marketing,2025-11-30T10:27:07
TCK-ED455F42,"hello, my VPN keeps disconnecting every hour, can't join teh client call",Incident,Network/VPN Connectivity Issue,P1-Critical,Manager,Sales,2026-06-26T13:51:32
TCK-BB27E898,requesting installation of IntelliJ IDEA - approved by Benjamin,Service Request,Software Installation Request,P2-High,Senior Associate,Customer Support,2026-07-02T02:07:49
TCK-030A8A4D,Requesting elevated access to prod database to debug prod issue asap,Service Request,Access/Permission Request,P3-Medium,Senior Associate,Data Science,2025-06-19T14:23:53
TCK-0780852E,"Slack freezes when i try to open a file, need this fixed asap",Incident,Application Crash or Error,P3-Medium,Associate,Customer Support,2025-06-01T03:23:52
TCK-40AD6873,requesting William be added as owner of Sales DL,Service Request,Distribution List / Mailbox Request,P4-Low,Manager,Procurement,2026-06-11T14:19:17
TCK-32A3AEE0,"Cant print from Anaconda, other apps print fine",Incident,Printer Not Working,P4-Low,Senior Manager,DevOps,2026-07-09T10:12:00
TCK-FE63E0DB,need enterprise license upgrade for MS Teams for 15 users,Service Request,Software License Request,P4-Low,Manager,Sales,2026-02-21T18:42:57
TCK-27630763,Need firewall rule opened for port 5 to GitHub repo,Change Request,Firewall/Network Change,P2-High,Senior Associate,Engineering,2026-05-26T19:08:39
TCK-3990ADAF,raising change request to resize compute for CRM before since last night,Change Request,Server Configuration Change,P2-High,Manager,Design,2025-10-20T10:57:26
TCK-D91138F4,"Laptop battery draining within 44 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Team Lead,QA,2025-12-07T15:48:43
TCK-AA5AAFA1,Requesting Brandon be added as owner of Procurement DL,Service Request,Distribution List / Mailbox Request,P4-Low,Manager,Customer Support,2025-10-05T08:33:05
TCK-92C41A74,Requesting deployment window for Excel hotfix,Change Request,Application Deployment/Release,P3-Medium,Team Lead,QA,2025-08-04T14:42:13
TCK-F0C1BEB1,"Locked out of my account after 22 failed attempts, urgently, blocking a client deliverable",Incident,Login/Authentication Failure,P1-Critical,Senior Associate,Customer Support,2025-11-03T18:52:00
TCK-212DEEA4,can someone set up WinSCP on my machine at the earliest,Service Request,Software Installation Request,P3-Medium,Senior Associate,HR,2025-08-22T03:49:43
TCK-A53C8FFC,"Slack freezes when i try to join the client call, need this fixed",Incident,Application Crash or Error,P3-Medium,Senior Associate,Marketing,2025-12-14T03:36:01
TCK-DB9C9783,RFC for production release of IntelliJ IDEA v37.0 this sprint,Change Request,Application Deployment/Release,P3-Medium,Associate,Marketing,2025-07-22T11:46:18
TCK-078E9F5B,MS Teams is throwing an exception on startup since yesterday,Incident,Application Crash or Error,P1-Critical,Senior Manager,Marketing,2025-07-22T13:46:03
TCK-11E65071,"hi, my VPN keeps disconnecting every 5 minutes, can't push code",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Associate,QA,2025-09-11T16:40:16
TCK-EF2467FE,new joiner needs Tableau + standard Finance toolset installed,Service Request,Software Installation Request,P3-Medium,Senior Associate,HR,2025-09-21T23:55:19
TCK-463E1DFB,Need Postman installed on my laptop for Legal work,Service Request,Software Installation Request,P3-Medium,Associate,Finance,2025-08-05T10:02:50
TCK-D5EABEF9,requesting installation of Postman - approved by Juan,Service Request,Software Installation Request,P3-Medium,Associate,Design,2026-07-26T13:55:39
TCK-E70DA911,"hi, password reset email never arrived, checked spam urgently, blocking a client deliverable",Service Request,Password Reset,P2-High,Associate,DevOps,2026-07-24T21:21:05
TCK-A7EEA665,"WinSCP freezes when i try to open a file, need this fixed urgently, blocking a client deliverable",Incident,Application Crash or Error,P1-Critical,Senior Manager,Legal,2025-08-30T09:11:47
TCK-A3C92D25,"Need an external monitor for wfh setup, approved by Daniel",Service Request,New Hardware/Peripheral Request,P3-Medium,Team Lead,Marketing,2025-04-01T02:28:11
TCK-753F6B52,Requesting installation of Anaconda - approved by Joseph,Service Request,Software Installation Request,P3-Medium,Associate,Legal,2026-03-20T11:00:57
TCK-9752246B,Adobe Photoshop is throwing an exception on startup since since last night,Incident,Application Crash or Error,P2-High,Manager,QA,2025-07-16T09:04:35
TCK-E4285EAD,"New hire joining Procurement on yesterday, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Senior Associate,Engineering,2026-04-30T08:03:19
TCK-DD54E26F,"please grant access to analytics dashboard repo, approved by Jenny",Service Request,Access/Permission Request,P2-High,Associate,Marketing,2025-05-05T02:48:01
TCK-9AB791D7,Need SAP GUI installed on my laptop for QA work,Service Request,Software Installation Request,P4-Low,Associate,Legal,2026-06-05T03:02:31
TCK-49772F4A,"Please grant access to client SFTP repo, approved by Maurice",Service Request,Access/Permission Request,P2-High,Senior Manager,Engineering,2025-09-22T18:57:06
TCK-EDE4D8A8,"Need an external monitor for wfh setup, approved by Shawn",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,Legal,2025-03-28T03:50:21
TCK-7B7BDE8C,Need enterprise license upgrade for Salesforce for 20 users,Service Request,Software License Request,P4-Low,Senior Manager,Data Science,2026-06-16T20:19:12
TCK-111E55CD,new joiner needs Slack + standard Marketing toolset installed,Service Request,Software Installation Request,P4-Low,Manager,HR,2025-06-28T10:46:21
TCK-97261CAC,Tableau is throwing an exception on startup since yesterday,Incident,Application Crash or Error,P1-Critical,Team Lead,Finance,2025-05-26T22:10:57
TCK-C57CE745,Requesting deployment window for Salesforce hotfix at teh earliest,Change Request,Application Deployment/Release,P2-High,Team Lead,Procurement,2026-05-02T13:27:46
TCK-B977C983,"please grant access to analytics dashboard repo, approved by Marisa",Service Request,Access/Permission Request,P3-Medium,Manager,HR,2025-07-20T17:39:48
TCK-B3E8109D,need firewall rule opened for port 22 to GitHub repo,Change Request,Firewall/Network Change,P1-Critical,Senior Manager,DevOps,2025-08-28T05:03:22
TCK-B14A03DF,"offboarding: revoke analytics dashboard access for exiting team member urgently, blocking a client deliverable",Admin,Employee Offboarding/Asset Return,P3-Medium,Manager,Sales,2026-01-28T04:53:03
TCK-7AF7F0A8,RFC for production release of Jira v25.0 this sprint,Change Request,Application Deployment/Release,P2-High,Senior Associate,Engineering,2025-07-13T15:40:48
TCK-BF5050D6,"Please grant access to shared drive repo, approved by Linda",Service Request,Access/Permission Request,P3-Medium,Manager,Legal,2026-08-11T22:33:09
TCK-4128C18E,new joiner needs Docker Desktop + standard Data Science toolset installed,Service Request,Software Installation Request,P4-Low,Team Lead,Data Science,2025-07-06T22:41:04
