ticket_id,query_text,request_type,category,priority,requester_role,department,submitted_at
TCK-BBC1714C,Need firewall rule opened for port 40 to shared drive,Change Request,Firewall/Network Change,P3-Medium,Associate,DevOps,2025-11-17T23:31:24
TCK-B7BC0F02,requesting approval to run migration script on analytics dashboard db,Change Request,Database Schema/Deployment Change,P1-Critical,Associate,Marketing,2026-05-04T23:10:20
TCK-6CAD53EE,New joiner needs Adobe Photoshop + standard Legal toolset installed,Service Request,Software Installation Request,P3-Medium,Associate,Legal,2025-10-30T00:22:27
TCK-F2F730B3,requesting installation of Anaconda - approved by Donald,Service Request,Software Installation Request,P4-Low,Senior Associate,Sales,2025-12-30T16:40:27
TCK-A990C8B4,Need enterprise license upgrade for Zoom for 13 users,Service Request,Software License Request,P4-Low,Senior Associate,Finance,2025-06-01T19:45:51
TCK-38867996,"laptop battery draining within 22 mins, needs replacement",Incident,Hardware Malfunction,P4-Low,Senior Associate,QA,2026-07-25T21:59:38
TCK-467E8C3D,raising change request to resize compute for build pipeline before yesterday,Change Request,Server Configuration Change,P2-High,Team Lead,Design,2026-05-21T13:37:12
TCK-ED1AD32E,"Locked out of my account after 26 failed attempts,",Incident,Login/Authentication Failure,P2-High,Senior Manager,Engineering,2026-06-10T00:40:18
TCK-5F26EA46,requesting Jacqueline be added as owner of HR DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Sales,2026-06-09T03:07:22
TCK-ECB831E3,"vpn client shows error 500 on Linux, blocking access to Jira project",Incident,Network/VPN Connectivity Issue,P1-Critical,Team Lead,Procurement,2025-10-18T23:37:19
TCK-7BBB9CC2,can someone set up Docker Desktop on my machine,Service Request,Software Installation Request,P1-Critical,Manager,Sales,2025-12-30T03:05:40
TCK-1595496B,need firewall rule opened for port 24 to internal wiki,Change Request,Firewall/Network Change,P3-Medium,Associate,Customer Support,2025-07-16T13:41:39
TCK-2BAC20FC,need firewall rule opened for port 15 to GitHub repo,Change Request,Firewall/Network Change,P1-Critical,Associate,HR,2026-06-29T08:27:22
TCK-AA09092E,"hi team, toner/ink warning on 5th floor printer, needs replacement",Incident,Printer Not Working,P3-Medium,Team Lead,QA,2026-08-01T15:07:42
TCK-0A9CF865,Requesting installation of PowerBI - approved by James,Service Request,Software Installation Request,P2-High,Senior Manager,Engineering,2025-06-09T22:23:06
TCK-BC208924,"please install Postman, required for submit the deliverable on current project",Service Request,Software Installation Request,P4-Low,Associate,DevOps,2026-05-28T16:24:44
TCK-F42E4798,New joiner needs Salesforce + standard DevOps toolset installed,Service Request,Software Installation Request,P1-Critical,Team Lead,QA,2026-06-20T21:40:22
TCK-D3DD7C5E,"PowerBI freezes when i try to start my shift, need this fixed asap",Incident,Application Crash or Error,P3-Medium,Senior Associate,DevOps,2025-08-20T08:52:34
TCK-6A125723,"Please grant access to GitHub repo repo, approved by Maria",Service Request,Access/Permission Request,P3-Medium,Team Lead,HR,2026-01-28T17:46:17
TCK-CC2580B7,"Requesting a new laptop, current one is 9 years old and slow",Service Request,New Hardware/Peripheral Request,P3-Medium,Senior Associate,QA,2026-08-01T09:54:04
TCK-6FB32631,Requesting deployment window for Adobe Photoshop hotfix at the earliest,Change Request,Application Deployment/Release,P2-High,Team Lead,QA,2026-05-25T20:39:29
TCK-AA0DC99A,"locked out of my account after 24 failed attempts,",Incident,Login/Authentication Failure,P2-High,Director,DevOps,2025-09-10T05:29:17
TCK-C9B7C2A4,"Hi team, password reset email never arrived, checked spam asap",Service Request,Password Reset,P2-High,Senior Manager,Marketing,2026-08-07T22:50:41
TCK-7302FFFA,WinSCP is throwing an exception on startup since for the past 2 days,Incident,Application Crash or Error,P2-High,Associate,Sales,2026-05-16T09:27:32
TCK-BBB03419,requesting Richard be added as owner of Data Science DL,Service Request,Distribution List / Mailbox Request,P4-Low,Senior Associate,Legal,2026-03-12T12:09:45
TCK-2FAD78CF,"Hi team, my VPN keeps disconnecting every 5 minutes, can't submit the deliverable",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Marketing,2026-05-07T05:15:44
TCK-E15D6B08,raising RFC to increase memory allocation on GitHub repo,Change Request,Server Configuration Change,P2-High,Team Lead,Engineering,2025-07-19T23:57:19
TCK-1D151F06,need approval to deploy Zoom config change to prod,Change Request,Application Deployment/Release,P2-High,Senior Manager,Design,2025-12-06T04:04:05
TCK-7DD35CF5,Need enterprise license upgrade for IntelliJ IDEA for 27 users,Service Request,Software License Request,P4-Low,Associate,Design,2025-07-16T05:34:43
TCK-97CA8951,"Hi, my VPN keeps disconnecting every 5 minutes, can't start my shift",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Engineering,2026-02-02T19:54:21
TCK-6765D41F,Raising change request to resize compute for shared drive before for the past 2 days,Change Request,Server Configuration Change,P2-High,Team Lead,Design,2026-07-27T12:50:03
TCK-4C900514,"Please grant access to client SFTP repo, approved by Paula",Service Request,Access/Permission Request,P2-High,Team Lead,Customer Support,2025-08-07T16:22:22
TCK-56DAF909,"locked out of my account after 22 failed attempts, at the earliest",Incident,Login/Authentication Failure,P1-Critical,Manager,Design,2025-08-23T22:13:02
TCK-B419E900,"vpn client shows error 403 on macOS, blocking access to analytics dashboard",Incident,Network/VPN Connectivity Issue,P2-High,Associate,Sales,2025-05-28T10:08:32
TCK-916D3233,requesting installation of Docker Desktop - approved by Jacob,Service Request,Software Installation Request,P4-Low,Senior Associate,Customer Support,2026-08-24T22:43:15
TCK-F3524D36,"Cant access analytics dashboard over vpn, connection times out",Incident,Network/VPN Connectivity Issue,P2-High,Team Lead,Customer Support,2025-12-17T02:10:31
TCK-E1BBF58D,Requesting additional Docker Desktop seat for new Procurement hire,Service Request,Software License Request,P4-Low,Team Lead,Marketing,2025-03-22T14:38:10
TCK-674166B2,Offboarding: revoke staging server access for exiting team member today if possible,Admin,Employee Offboarding/Asset Return,P2-High,Associate,Finance,2025-04-07T12:15:34
TCK-3B5DF8FA,Reset password request for new Marketing joiner's account,Service Request,Password Reset,P2-High,Associate,Legal,2026-06-13T10:25:26
TCK-C5BA3588,Need firewall rule opened for port 16 to staging server,Change Request,Firewall/Network Change,P2-High,Senior Associate,DevOps,2025-04-04T15:03:33
TCK-A021489B,can someone set up Outlook on my machine asap,Service Request,Software Installation Request,P4-Low,Team Lead,Design,2026-09-12T05:53:04
TCK-AEECCD8E,RFC for production release of MS Teams v29.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Manager,Marketing,2026-08-20T21:03:43
TCK-56CDA94D,Requesting approval to add new column to Jira project schema asap,Change Request,Database Schema/Deployment Change,P2-High,Associate,QA,2025-04-21T05:44:14
TCK-1348F8EC,"new hire joining Design on since the reboot, needs full IT setup",Admin,Employee Onboarding Setup,P3-Medium,Associate,Legal,2026-03-30T20:22:30
TCK-5E7E470A,"Cant access Jira project over vpn, connection times out",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,Engineering,2025-07-18T19:26:05
TCK-A275A882,"vpn client shows error 0x8007045 on Windows 11, blocking access to analytics dashboard",Incident,Network/VPN Connectivity Issue,P1-Critical,Senior Manager,Data Science,2025-05-13T01:40:00
TCK-9092F019,Docker Desktop is throwing an exception on startup since yesterday,Incident,Application Crash or Error,P2-High,Team Lead,Marketing,2025-08-03T06:59:13
TCK-3B4F3869,Requesting scheduled restart of GitHub repo this weekend,Change Request,Database Schema/Deployment Change,P2-High,Team Lead,Procurement,2026-08-26T22:17:11
TCK-BE2B93A2,"Requesting a new laptop, current one is 20 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,DevOps,2026-06-27T11:28:59
TCK-7332F361,Need enterprise license upgrade for Anaconda for 15 users,Service Request,Software License Request,P4-Low,Associate,Engineering,2026-02-17T16:21:05
TCK-3172D09D,"Adobe Photoshop crashes every time i join the client call, error code 403",Incident,Application Crash or Error,P2-High,Associate,Design,2026-09-08T06:27:41
TCK-D41E453B,"requesting a new laptop, current one is 2 years old and slow",Service Request,New Hardware/Peripheral Request,P4-Low,Manager,Procurement,2026-04-26T07:36:06
TCK-FD5CE2FC,"Laptop battery draining within 42 mins, needs replacement",Incident,Hardware Malfunction,P3-Medium,Team Lead,Design,2025-10-04T12:07:04
TCK-C5D899E1,"Excel freezes when i try to open a file, need this fixed urgently, blocking a client deliverable",Incident,Application Crash or Error,P1-Critical,Director,Data Science,2026-08-12T16:34:31
TCK-0DF8CC28,Need enterprise license upgrade for Salesforce for 44 users,Service Request,Software License Request,P4-Low,Manager,Customer Support,2025-06-29T05:19:13
TCK-30233E74,"Unable to connect to office VPN since yesterday, cant join standup",Incident,Network/VPN Connectivity Issue,P1-Critical,Associate,DevOps,2025-07-18T05:26:16
TCK-7F069CA9,RFC for production release of Figma v30.0 this sprint,Change Request,Application Deployment/Release,P2-High,Team Lead,DevOps,2025-08-06T11:39:26
TCK-74A017C5,"Need a license for Slack, trial about to expire",Service Request,Software License Request,P4-Low,Manager,Legal,2026-01-29T09:16:19
TCK-8DB7FF05,"My VPN keeps disconnecting every 5 minutes, can't push code",Incident,Network/VPN Connectivity Issue,P2-High,Manager,Marketing,2025-04-14T06:43:38
TCK-09580C4E,RFC for production release of Putty v27.0 this sprint,Change Request,Application Deployment/Release,P1-Critical,Senior Associate,Data Science,2025-07-06T21:07:23
TCK-B2DAC739,"please grant access to shared drive repo, approved by Kevin",Service Request,Access/Permission Request,P3-Medium,Manager,Procurement,2026-09-10T06:02:50
TCK-BCA1980B,Raising change request to resize compute for billing system before yesterday,Change Request,Server Configuration Change,P1-Critical,Associate,Marketing,2026-01-09T15:48:52
TCK-75371EA6,"PowerBI freezes when i try to export data, need this fixed at the earliest",Incident,Application Crash or Error,P3-Medium,Senior Associate,Finance,2026-07-14T10:18:31
TCK-FD157944,"need an external monitor for wfh setup, approved by Amber",Service Request,New Hardware/Peripheral Request,P1-Critical,Senior Manager,Engineering,2025-05-08T11:38:36
TCK-3958647A,can someone set up Adobe Photoshop on my machine before EOD,Service Request,Software Installation Request,P4-Low,Manager,Customer Support,2025-07-05T08:07:38
TCK-F3E307ED,"Unable to connect to office VPN since after the last update, cant join standup",Incident,Network/VPN Connectivity Issue,P2-High,Manager,Design,2025-09-22T07:18:14
TCK-26C1EBFD,"need a license for PowerBI, trial about to expire",Service Request,Software License Request,P3-Medium,Team Lead,Procurement,2026-02-12T20:17:08
TCK-23E21E06,Requesting James be added as owner of Data Science DL,Service Request,Email/Outlook Issue,P4-Low,Senior Associate,Marketing,2025-12-29T15:34:04
TCK-60BB284F,"Need an external monitor for wfh setup, approved by Mary",Service Request,New Hardware/Peripheral Request,P4-Low,Senior Associate,Engineering,2025-09-04T22:43:48
TCK-116BF85C,"need an external monitor for wfh setup, approved by Kaitlyn",Service Request,New Hardware/Peripheral Request,P4-Low,Associate,HR,2025-06-21T07:09:40
TCK-01B8438D,Requesting installation of IntelliJ IDEA - approved by Kendra,Service Request,Software Installation Request,P4-Low,Associate,DevOps,2025-04-14T10:19:15
TCK-57EBBE06,requesting installation of Zoom - approved by Theresa,Service Request,Software Installation Request,P4-Low,Manager,Design,2026-05-02T04:36:10
TCK-F844EC0C,Requesting Nancy be added as owner of HR DL,Service Request,Distribution List / Mailbox Request,P4-Low,Team Lead,Data Science,2026-06-19T02:40:32
TCK-B0E9417A,"RFC to rotate credentials/certificates on prod database urgently, blocking a client deliverable",Change Request,Server Configuration Change,P3-Medium,Associate,Customer Support,2026-08-31T01:04:04
TCK-5EFA36B3,RFC to rotate credentials/certificates on billing system today if possible,Change Request,Server Configuration Change,P2-High,Associate,Sales,2026-05-09T23:42:09
TCK-7BE785E9,"PowerBI crashes every time i submit the deliverable, error code 0x80070005",Incident,Application Crash or Error,P2-High,Director,Design,2025-10-26T18:51:18
TCK-A8A85E17,need enterprise license upgrade for Git client for 26 users,Service Request,Software License Request,P3-Medium,Manager,Customer Support,2025-08-21T04:46:57
TCK-C1E096BD,"Please install VS Code, required for push code on current project",Service Request,Software Installation Request,P4-Low,Manager,Finance,2025-10-10T16:35:40
TCK-87E51E5D,Need password reset for shared HR service account,Service Request,Password Reset,P1-Critical,Senior Associate,Marketing,2026-03-05T23:28:59
TCK-7F4682AC,requesting installation of Outlook - approved by Jonathan,Service Request,Software Installation Request,P4-Low,Senior Associate,QA,2025-05-09T08:44:24
TCK-4D995FD2,"need an external monitor for wfh setup, approved by Johnny",Service Request,New Hardware/Peripheral Request,P3-Medium,Senior Associate,Marketing,2025-12-31T21:15:03
TCK-C6040FD4,Git client is throwing an exception on startup since for the past 2 days,Incident,Application Crash or Error,P2-High,Associate,QA,2025-08-08T03:30:03
TCK-A8D1EA85,RFC for production release of IntelliJ IDEA v25.0 this sprint,Change Request,Application Deployment/Release,P2-High,Associate,HR,2025-06-17T20:57:27
TCK-290E0092,requesting additional Adobe Photoshop seat for new Engineering hire,Service Request,Software License Request,P2-High,Manager,Legal,2026-05-14T10:14:01
TCK-C083B6C4,need firewall rule opened for port 24 to prod database,Change Request,Firewall/Network Change,P2-High,Associate,Sales,2025-06-21T08:56:47
TCK-A43C3F46,need approval to deploy Outlook config change to prod,Change Request,Application Deployment/Release,P3-Medium,Manager,QA,2026-08-29T19:05:39
